Rc Rg Za current
8.6 2.98 9.0 962.7923
8.6 2.98 9.5 816.9874
8.6 2.98 10.0 704.6565
8.6 2.98 10.5 616.5286
8.6 2.98 11.0 543.1988
8.6 3.08 7.0 2373.6146
8.6 3.08 7.5 1833.9035
8.6 3.08 8.0 1464.4162
8.6 3.08 8.5 1198.1294
8.6 3.08 9.0 1001.3612
8.6 3.08 9.5 847.6143
8.6 3.08 10.0 731.6425
8.6 3.08 10.5 639.0324
8.6 3.08 11.0 563.4056
8.6 3.18 7.0 2443.4051
8.6 3.18 7.5 1893.1357
8.6 3.18 8.0 1512.0503
8.6 3.18 8.5 1239.7018
8.6 3.18 9.0 1031.3117
8.6 3.18 9.5 877.0472
8.6 3.18 10.0 756.6216
8.6 3.18 10.5 661.3956
8.6 3.18 11.0 583.5872
8.6 3.28 7.0 2518.6741
8.6 3.28 7.5 1952.7516
8.6 3.28 8.0 1561.808
8.6 3.28 8.5 1274.3525
8.6 3.28 9.0 1066.8504
8.6 3.28 9.5 906.9248
8.6 3.28 10.0 782.9042
8.6 3.28 10.5 685.0465
8.6 3.28 11.0 604.3175
8.6 3.38 7.0 2590.4205
8.6 3.38 7.5 2011.8643
8.6 3.38 8.0 1611.8599
8.6 3.38 8.5 1314.7908
8.6 3.38 9.0 1100.8082
8.6 3.38 9.5 938.0684
8.6 3.38 10.0 809.9502
8.6 3.38 10.5 708.1613
8.6 3.38 11.0 625.4247
8.6 3.48 7.0 2664.1498
8.6 3.48 7.5 2072.3828
8.6 3.48 8.0 1649.0319
8.6 3.48 8.5 1355.7759
8.6 3.48 9.0 1135.9295
8.6 3.48 9.5 968.1092
8.6 3.48 10.0 835.824
8.6 3.48 10.5 731.0639
8.6 3.48 11.0 646.2809
8.6 3.58 7.0 2740.2158
8.6 3.58 7.5 2132.5703
8.6 3.58 8.0 1712.3911
8.6 3.58 8.5 1394.841
8.6 3.58 9.0 1171.0525
8.6 3.58 9.5 998.298
8.6 3.58 10.0 862.4776
8.6 3.58 10.5 754.0568
8.6 3.58 11.0 666.6928
8.6 3.68 7.0 2819.2532
8.6 3.68 7.5 2195.6631
8.6 3.68 8.0 1763.6587
8.6 3.68 8.5 1450.8205
8.6 3.68 9.0 1209.8153
8.6 3.68 9.5 1031.3962
8.6 3.68 10.0 891.4272
8.6 3.68 10.5 779.8695
8.6 3.68 11.0 689.2356
8.6 3.78 7.0 2894.5825
8.6 3.78 7.5 2257.8187
8.6 3.78 8.0 1803.7723
8.6 3.78 8.5 1485.9714
8.6 3.78 9.0 1247.6847
8.6 3.78 9.5 1064.078
8.6 3.78 10.0 919.793
8.6 3.78 10.5 804.0632
8.6 3.78 11.0 710.6175
8.6 3.88 7.0 2973.6607
8.6 3.88 7.5 2321.7393
8.6 3.88 8.0 1867.7509
8.6 3.88 8.5 1530.569
8.6 3.88 9.0 1285.3172
8.6 3.88 9.5 1096.9843
8.6 3.88 10.0 948.4918
8.6 3.88 10.5 829.5406
8.6 3.88 11.0 733.0072
8.6 3.98 7.0 3050.7589
8.6 3.98 7.5 2384.4697
8.6 3.98 8.0 1919.8899
8.6 3.98 8.5 1571.8837
8.6 3.98 9.0 1320.7201
8.6 3.98 9.5 1127.1017
8.6 3.98 10.0 974.6033
8.6 3.98 10.5 852.9021
8.6 3.98 11.0 754.109
8.8 1.98 7.0 1621.0903
8.8 1.98 7.5 1227.6821
8.8 1.98 8.0 963.4044
8.8 1.98 8.5 778.2439
8.8 1.98 9.0 639.7315
8.8 1.98 9.5 541.2168
8.8 1.98 10.0 465.0297
8.8 1.98 10.5 404.8303
8.8 1.98 11.0 357.2999
8.8 2.08 7.0 1685.7496
8.8 2.08 7.5 1279.7285
8.8 2.08 8.0 1005.8261
8.8 2.08 8.5 813.5412
8.8 2.08 9.0 674.2045
8.8 2.08 9.5 566.7604
8.8 2.08 10.0 487.2218
8.8 2.08 10.5 424.6742
8.8 2.08 11.0 374.3068
8.8 2.18 7.0 1750.747
8.8 2.18 7.5 1331.3343
8.8 2.18 8.0 1049.3096
8.8 2.18 8.5 849.4742
8.8 2.18 9.0 700.3303
8.8 2.18 9.5 593.8501
8.8 2.18 10.0 510.6493
8.8 2.18 10.5 444.598
8.8 2.18 11.0 392.5749
8.8 2.28 7.0 1815.6588
8.8 2.28 7.5 1385.0409
8.8 2.28 8.0 1093.1032
8.8 2.28 8.5 886.2882
8.8 2.28 9.0 732.4782
8.8 2.28 9.5 619.6622
8.8 2.28 10.0 533.1822
8.8 2.28 10.5 464.9269
8.8 2.28 11.0 410.2222
8.8 2.38 7.0 1881.2065
8.8 2.38 7.5 1437.7119
8.8 2.38 8.0 1136.7985
8.8 2.38 8.5 923.4254
8.8 2.38 9.0 767.2318
8.8 2.38 9.5 646.4095
8.8 2.38 10.0 556.1587
8.8 2.38 10.5 485.1876
8.8 2.38 11.0 428.1422
8.8 2.48 7.0 1948.952
8.8 2.48 7.5 1492.7486
8.8 2.48 8.0 1181.5005
8.8 2.48 8.5 961.4694
8.8 2.48 9.0 799.1094
8.8 2.48 9.5 674.3953
8.8 2.48 10.0 580.365
8.8 2.48 10.5 506.3285
8.8 2.48 11.0 446.8627
8.8 2.58 7.0 2015.4803
8.8 2.58 7.5 1547.0862
8.8 2.58 8.0 1226.6654
8.8 2.58 8.5 992.2484
8.8 2.58 9.0 831.6423
8.8 2.58 9.5 702.1914
8.8 2.58 10.0 604.9922
8.8 2.58 10.5 527.7759
8.8 2.58 11.0 465.7159
8.8 2.68 7.0 2085.8434
8.8 2.68 7.5 1603.2112
8.8 2.68 8.0 1272.8747
8.8 2.68 8.5 1031.973
8.8 2.68 9.0 864.3306
8.8 2.68 9.5 730.318
8.8 2.68 10.0 629.3101
8.8 2.68 10.5 549.0485
8.8 2.68 11.0 484.4024
8.8 2.78 7.0 2155.1767
8.8 2.78 7.5 1657.5548
8.8 2.78 8.0 1319.5194
8.8 2.78 8.5 1076.8334
8.8 2.78 9.0 897.3515
8.8 2.78 9.5 757.8999
8.8 2.78 10.0 653.0421
8.8 2.78 10.5 570.8066
8.8 2.78 11.0 503.7139
8.8 2.88 7.0 2222.1478
8.8 2.88 7.5 1714.5144
8.8 2.88 8.0 1366.6405
8.8 2.88 8.5 1116.0213
8.8 2.88 9.0 931.2565
8.8 2.88 9.5 786.8968
8.8 2.88 10.0 678.8872
8.8 2.88 10.5 592.9436
8.8 2.88 11.0 523.4282
8.8 2.98 7.0 2294.1299
8.8 2.98 7.5 1772.1366
8.8 2.98 8.0 1413.5317
8.8 2.98 8.5 1156.0139
8.8 2.98 9.0 959.1906
8.8 2.98 9.5 815.6862
8.8 2.98 10.0 703.7017
8.8 2.98 10.5 615.5436
8.8 2.98 11.0 542.6362
8.8 3.08 7.0 2366.4467
8.8 3.08 7.5 1829.9625
8.8 3.08 8.0 1461.6223
8.8 3.08 8.5 1196.7609
8.8 3.08 9.0 1000.3702
8.8 3.08 9.5 846.8719
8.8 3.08 10.0 730.8704
8.8 3.08 10.5 638.2095
8.8 3.08 11.0 562.5979
8.8 3.18 7.0 2436.8621
8.8 3.18 7.5 1888.7727
8.8 3.18 8.0 1509.9326
8.8 3.18 8.5 1237.1744
8.8 3.18 9.0 1029.3445
8.8 3.18 9.5 875.5918
8.8 3.18 10.0 755.5279
8.8 3.18 10.5 660.8988
8.8 3.18 11.0 582.6656
8.8 3.28 7.0 2511.0585
8.8 3.28 7.5 1948.2213
8.8 3.28 8.0 1557.7087
8.8 3.28 8.5 1279.1996
8.8 3.28 9.0 1065.107
8.8 3.28 9.5 905.4837
8.8 3.28 10.0 781.3929
8.8 3.28 10.5 684.1186
8.8 3.28 11.0 603.5373
8.8 3.38 7.0 2583.5664
8.8 3.38 7.5 2007.9367
8.8 3.38 8.0 1608.7933
8.8 3.38 8.5 1312.1206
8.8 3.38 9.0 1099.4813
8.8 3.38 9.5 936.7887
8.8 3.38 10.0 808.8835
8.8 3.38 10.5 707.5234
8.8 3.38 11.0 624.9268
8.8 3.48 7.0 2657.7331
8.8 3.48 7.5 2068.0662
8.8 3.48 8.0 1658.2756
8.8 3.48 8.5 1351.833
8.8 3.48 9.0 1134.1017
8.8 3.48 9.5 966.9461
8.8 3.48 10.0 834.7719
8.8 3.48 10.5 730.4724
8.8 3.48 11.0 645.6837
8.8 3.58 7.0 2734.7884
8.8 3.58 7.5 2127.7964
8.8 3.58 8.0 1709.9183
8.8 3.58 8.5 1393.7102
8.8 3.58 9.0 1169.3572
8.8 3.58 9.5 997.9567
8.8 3.58 10.0 861.1601
8.8 3.58 10.5 753.0905
8.8 3.58 11.0 666.808
8.8 3.68 7.0 2812.878
8.8 3.68 7.5 2191.6162
8.8 3.68 8.0 1760.8966
8.8 3.68 8.5 1448.8677
8.8 3.68 9.0 1208.0673
8.8 3.68 9.5 1030.1721
8.8 3.68 10.0 890.6177
8.8 3.68 10.5 779.1235
8.8 3.68 11.0 688.6638
8.8 3.78 7.0 2887.3355
8.8 3.78 7.5 2252.1011
8.8 3.78 8.0 1800.3342
8.8 3.78 8.5 1483.4876
8.8 3.78 9.0 1245.8548
8.8 3.78 9.5 1062.7284
8.8 3.78 10.0 918.8274
8.8 3.78 10.5 803.2703
8.8 3.78 11.0 710.0013
8.8 3.88 7.0 2966.7587
8.8 3.88 7.5 2317.2037
8.8 3.88 8.0 1864.2193
8.8 3.88 8.5 1527.7776
8.8 3.88 9.0 1283.2032
8.8 3.88 9.5 1095.5367
8.8 3.88 10.0 947.4414
8.8 3.88 10.5 828.4951
8.8 3.88 11.0 732.2066
8.8 3.98 7.0 3044.1522
8.8 3.98 7.5 2379.3551
8.8 3.98 8.0 1916.2278
8.8 3.98 8.5 1568.8888
8.8 3.98 9.0 1318.5998
8.8 3.98 9.5 1125.611
8.8 3.98 10.0 973.5551
8.8 3.98 10.5 851.8536
8.8 3.98 11.0 753.0694
9.0 1.98 7.0 1617.0582
9.0 1.98 7.5 1224.8059
9.0 1.98 8.0 961.6106
9.0 1.98 8.5 777.3944
9.0 1.98 9.0 640.0409
9.0 1.98 9.5 541.5674
9.0 1.98 10.0 464.5783
9.0 1.98 10.5 405.0043
9.0 1.98 11.0 357.6729
9.0 2.08 7.0 1682.0494
9.0 2.08 7.5 1276.5828
9.0 2.08 8.0 1003.8904
9.0 2.08 8.5 812.189
9.0 2.08 9.0 669.7143
9.0 2.08 9.5 566.4976
9.0 2.08 10.0 487.0546
9.0 2.08 10.5 424.5054
9.0 2.08 11.0 374.3143
9.0 2.18 7.0 1745.9522
9.0 2.18 7.5 1329.13
9.0 2.18 8.0 1046.7255
9.0 2.18 8.5 848.1617
9.0 2.18 9.0 699.7587
9.0 2.18 9.5 592.2447
9.0 2.18 10.0 509.3574
9.0 2.18 10.5 443.7222
9.0 2.18 11.0 392.17
9.0 2.28 7.0 1810.3583
9.0 2.28 7.5 1381.4185
9.0 2.28 8.0 1090.0892
9.0 2.28 8.5 884.9031
9.0 2.28 9.0 731.8353
9.0 2.28 9.5 618.396
9.0 2.28 10.0 531.6166
9.0 2.28 10.5 464.4748
9.0 2.28 11.0 409.6158
9.0 2.38 7.0 1876.2473
9.0 2.38 7.5 1434.686
9.0 2.38 8.0 1134.5197
9.0 2.38 8.5 921.7183
9.0 2.38 9.0 766.1683
9.0 2.38 9.5 645.7688
9.0 2.38 10.0 555.8101
9.0 2.38 10.5 485.0153
9.0 2.38 11.0 427.4904
9.0 2.48 7.0 1943.8774
9.0 2.48 7.5 1489.9246
9.0 2.48 8.0 1179.2258
9.0 2.48 8.5 959.9279
9.0 2.48 9.0 797.7359
9.0 2.48 9.5 673.4525
9.0 2.48 10.0 579.7745
9.0 2.48 10.5 505.5859
9.0 2.48 11.0 446.5413
9.0 2.58 7.0 2010.2935
9.0 2.58 7.5 1543.6323
9.0 2.58 8.0 1224.324
9.0 2.58 8.5 990.7128
9.0 2.58 9.0 830.3577
9.0 2.58 9.5 701.2847
9.0 2.58 10.0 604.0833
9.0 2.58 10.5 527.0585
9.0 2.58 11.0 465.0736
9.0 2.68 7.0 2080.5156
9.0 2.68 7.5 1599.7915
9.0 2.68 8.0 1270.0347
9.0 2.68 8.5 1030.6591
9.0 2.68 9.0 858.0861
9.0 2.68 9.5 729.2847
9.0 2.68 10.0 628.4194
9.0 2.68 10.5 548.5249
9.0 2.68 11.0 484.1324
9.0 2.78 7.0 2148.977
9.0 2.78 7.5 1654.8331
9.0 2.78 8.0 1316.8415
9.0 2.78 8.5 1075.1961
9.0 2.78 9.0 896.4438
9.0 2.78 9.5 757.0591
9.0 2.78 10.0 652.1491
9.0 2.78 10.5 569.8809
9.0 2.78 11.0 503.0313
9.0 2.88 7.0 2217.4652
9.0 2.88 7.5 1712.4255
9.0 2.88 8.0 1363.8673
9.0 2.88 8.5 1114.6396
9.0 2.88 9.0 930.6663
9.0 2.88 9.5 785.866
9.0 2.88 10.0 678.428
9.0 2.88 10.5 592.1015
9.0 2.88 11.0 522.9534
9.0 2.98 7.0 2287.5122
9.0 2.98 7.5 1768.1999
9.0 2.98 8.0 1410.3497
9.0 2.98 8.5 1154.0979
9.0 2.98 9.0 957.6405
9.0 2.98 9.5 815.0435
9.0 2.98 10.0 703.249
9.0 2.98 10.5 615.4044
9.0 2.98 11.0 542.1817
9.0 3.08 7.0 2361.0683
9.0 3.08 7.5 1826.2121
9.0 3.08 8.0 1459.6105
9.0 3.08 8.5 1194.8976
9.0 3.08 9.0 998.7222
9.0 3.08 9.5 845.5793
9.0 3.08 10.0 729.8393
9.0 3.08 10.5 637.0217
9.0 3.08 11.0 562.16
9.0 3.18 7.0 2431.7117
9.0 3.18 7.5 1884.8549
9.0 3.18 8.0 1506.9901
9.0 3.18 8.5 1235.1333
9.0 3.18 9.0 1027.9144
9.0 3.18 9.5 874.4736
9.0 3.18 10.0 754.6496
9.0 3.18 10.5 659.7877
9.0 3.18 11.0 582.4874
9.0 3.28 7.0 2505.1931
9.0 3.28 7.5 1944.0349
9.0 3.28 8.0 1547.227
9.0 3.28 8.5 1270.6377
9.0 3.28 9.0 1064.1714
9.0 3.28 9.5 903.8308
9.0 3.28 10.0 780.3874
9.0 3.28 10.5 683.5124
9.0 3.28 11.0 602.649
9.0 3.38 7.0 2579.5466
9.0 3.38 7.5 2005.0908
9.0 3.38 8.0 1606.2488
9.0 3.38 8.5 1309.9286
9.0 3.38 9.0 1097.9659
9.0 3.38 9.5 935.4457
9.0 3.38 10.0 808.0859
9.0 3.38 10.5 706.5425
9.0 3.38 11.0 623.9264
9.0 3.48 7.0 2652.1531
9.0 3.48 7.5 2063.9958
9.0 3.48 8.0 1655.5071
9.0 3.48 8.5 1349.9205
9.0 3.48 9.0 1132.8859
9.0 3.48 9.5 965.4836
9.0 3.48 10.0 834.0789
9.0 3.48 10.5 729.7815
9.0 3.48 11.0 644.8803
9.0 3.58 7.0 2729.0799
9.0 3.58 7.5 2123.6141
9.0 3.58 8.0 1707.067
9.0 3.58 8.5 1391.7476
9.0 3.58 9.0 1167.6263
9.0 3.58 9.5 997.9919
9.0 3.58 10.0 860.2039
9.0 3.58 10.5 752.2572
9.0 3.58 11.0 666.9024
9.0 3.68 7.0 2806.1956
9.0 3.68 7.5 2187.0048
9.0 3.68 8.0 1757.6107
9.0 3.68 8.5 1446.3623
9.0 3.68 9.0 1206.1426
9.0 3.68 9.5 1028.867
9.0 3.68 10.0 889.5533
9.0 3.68 10.5 778.3544
9.0 3.68 11.0 687.9798
9.0 3.78 7.0 2881.6435
9.0 3.78 7.5 2249.0358
9.0 3.78 8.0 1797.678
9.0 3.78 8.5 1481.5086
9.0 3.78 9.0 1244.0337
9.0 3.78 9.5 1061.5348
9.0 3.78 10.0 917.8501
9.0 3.78 10.5 802.482
9.0 3.78 11.0 709.3671
9.0 3.88 7.0 2959.3853
9.0 3.88 7.5 2312.5551
9.0 3.88 8.0 1860.7163
9.0 3.88 8.5 1524.9782
9.0 3.88 9.0 1281.2293
9.0 3.88 9.5 1093.8922
9.0 3.88 10.0 946.1333
9.0 3.88 10.5 827.6687
9.0 3.88 11.0 731.4334
9.0 3.98 7.0 3036.9126
9.0 3.98 7.5 2374.5008
9.0 3.98 8.0 1913.4493
9.0 3.98 8.5 1566.1883
9.0 3.98 9.0 1316.4132
9.0 3.98 9.5 1123.8234
9.0 3.98 10.0 972.1397
9.0 3.98 10.5 850.9233
9.0 3.98 11.0 752.3003
